year,competition,location,event_label,boat_class,gender,distance_m,rank,athlete,country,time_raw,time_seconds,pct_gap_winner,pct_gap_K1H_ref
2025,WCh,"Milan, ITA",K1 men 200 m,K1,H,200,1,Csizmadia Kolos Attila,HUN,34.29,34.29,0.0,0.0
2025,WCh,"Milan, ITA",K1 men 200 m,K1,H,200,2,DI LIBERTO Andrea Domenico,ITA,34.54,34.54,0.729,0.729
2025,WCh,"Milan, ITA",K1 men 200 m,K1,H,200,3,KAVELASHVILI Badri,GEO,34.64,34.64,1.021,1.021
2025,WCh,"Milan, ITA",K1 men 200 m,K1,H,200,4,DRAGOSAVLJEVIC Strahinja,SRB,34.74,34.74,1.312,1.312
2025,WCh,"Milan, ITA",K1 men 200 m,K1,H,200,5,SEJA Arturas,LTU,34.83,34.83,1.575,1.575
2025,WCh,"Milan, ITA",K1 men 200 m,K1,H,200,6,MATVEEV Nicholas,CAN,35.25,35.25,2.8,2.8
2025,WCh,"Milan, ITA",K1 men 200 m,K1,H,200,7,EIDE Gunnar Nydal,NOR,35.26,35.26,2.829,2.829
2025,WCh,"Milan, ITA",K1 men 200 m,K1,H,200,7,PIKON Anze,SLO,35.26,35.26,2.829,2.829
2025,WCh,"Milan, ITA",K1 men 200 m,K1,H,200,9,AKMENS Roberts,LAT,35.28,35.28,2.887,2.887
2025,WCh,"Milan, ITA",K1 women 200 m,K1,F,200,1,Wang Nan,CHN,41.46,41.46,0.0,20.91
2025,WCh,"Milan, ITA",K1 women 200 m,K1,F,200,2,OSTERMAN Anja,SLO,41.61,41.61,0.362,21.347
2025,WCh,"Milan, ITA",K1 women 200 m,K1,F,200,3,LEWIS Emily,GBR,41.66,41.66,0.482,21.493
2025,WCh,"Milan, ITA",K1 women 200 m,K1,F,200,4,Iversen Bolette Nyvang,DEN,41.71,41.71,0.603,21.639
2025,WCh,"Milan, ITA",K1 women 200 m,K1,F,200,5,DYACHENKO Ivanna,UKR,41.89,41.89,1.037,22.164
2025,WCh,"Milan, ITA",K1 women 200 m,K1,F,200,6,OLSZEWSKA Julia,POL,42.10,42.1,1.544,22.776
2025,WCh,"Milan, ITA",K1 women 200 m,K1,F,200,7,Dolgova Anastasiia,AIN,42.35,42.35,2.147,23.505
2025,WCh,"Milan, ITA",K1 women 200 m,K1,F,200,8,BESHARAH Toshka,CAN,42.48,42.48,2.46,23.885
2025,WCh,"Milan, ITA",K1 women 200 m,K1,F,200,9,LAGERSTAM Julia,SWE,42.49,42.49,2.484,23.914
2025,WCh,"Milan, ITA",K1 men 500 m,K1,H,500,1,DOSTAL Josef,CZE,1:38.43,98.43,0.0,0.0
2025,WCh,"Milan, ITA",K1 men 500 m,K1,H,500,2,VARGA ÃdÃ¡m,HUN,1:38.52,98.52,0.091,0.091
2025,WCh,"Milan, ITA",K1 men 500 m,K1,H,500,3,GRANERI Alex,ESP,1:39.05,99.05,0.63,0.63
2025,WCh,"Milan, ITA",K1 men 500 m,K1,H,500,4,Pimenta Fernando,POR,1:39.71,99.71,1.3,1.3
2025,WCh,"Milan, ITA",K1 men 500 m,K1,H,500,5,LIEBSCHER-LUCZ Tom,GER,1:39.93,99.93,1.524,1.524
2025,WCh,"Milan, ITA",K1 men 500 m,K1,H,500,6,RASK Thorbjorn,DEN,1:40.13,100.13,1.727,1.727
2025,WCh,"Milan, ITA",K1 men 500 m,K1,H,500,7,SPESIVTSEV Maxim,AIN,1:40.51,100.51,2.113,2.113
2025,WCh,"Milan, ITA",K1 men 500 m,K1,H,500,8,ZHANG Dong,CHN,1:40.85,100.85,2.459,2.459
2025,WCh,"Milan, ITA",K1 men 500 m,K1,H,500,9,OTERO EZCURRA Matias Valentin,URU,1:42.32,102.32,3.952,3.952
2025,WCh,"Milan, ITA",K1 women 500 m,K1,F,500,1,PULAWSKA Anna,POL,1:49.30,109.3,0.0,11.043
2025,WCh,"Milan, ITA",K1 women 500 m,K1,F,500,2,DROBOT Natalia,AUS,1:49.73,109.73,0.393,11.48
2025,WCh,"Milan, ITA",K1 women 500 m,K1,F,500,3,CSIKOS Zsoka,HUN,1:49.84,109.84,0.494,11.592
2025,WCh,"Milan, ITA",K1 women 500 m,K1,F,500,4,FISHER Aimee,NZL,1:50.29,110.29,0.906,12.049
2025,WCh,"Milan, ITA",K1 women 500 m,K1,F,500,5,Wang Nan,CHN,1:50.98,110.98,1.537,12.75
2025,WCh,"Milan, ITA",K1 women 500 m,K1,F,500,6,NOVAKOVIC Milica,SRB,1:51.56,111.56,2.068,13.339
2025,WCh,"Milan, ITA",K1 women 500 m,K1,F,500,7,ZIRONI Lucrezia,ITA,1:52.11,112.11,2.571,13.898
2025,WCh,"Milan, ITA",K1 women 500 m,K1,F,500,8,BRIONES FRAGOZA Beatriz,MEX,1:52.21,112.21,2.662,14.0
2025,WCh,"Milan, ITA",K1 women 500 m,K1,F,500,9,MEDVED Mia,SLO,1:54.47,114.47,4.73,16.296
2025,WCh,"Milan, ITA",K1 men 1.000 m,K1,H,1000,1,KOPASZ Balint,HUN,3:25.50,205.5,0.0,0.0
2025,WCh,"Milan, ITA",K1 men 1.000 m,K1,H,1000,2,GREEN Thomas,AUS,3:25.68,205.68,0.088,0.088
2025,WCh,"Milan, ITA",K1 men 1.000 m,K1,H,1000,3,Pimenta Fernando,POR,3:26.16,206.16,0.321,0.321
2025,WCh,"Milan, ITA",K1 men 1.000 m,K1,H,1000,4,DOSTAL Josef,CZE,3:28.49,208.49,1.455,1.455
2025,WCh,"Milan, ITA",K1 men 1.000 m,K1,H,1000,5,VERNICE Agustin,ARG,3:28.92,208.92,1.664,1.664
2025,WCh,"Milan, ITA",K1 men 1.000 m,K1,H,1000,6,BALAÅ½ Samuel,SVK,3:29.78,209.78,2.083,2.083
2025,WCh,"Milan, ITA",K1 men 1.000 m,K1,H,1000,7,KRAVETS Uladzislau,AIN,3:30.16,210.16,2.268,2.268
2025,WCh,"Milan, ITA",K1 men 1.000 m,K1,H,1000,8,RODRÃGUEZ Roi,ESP,3:31.09,211.09,2.72,2.72
2025,WCh,"Milan, ITA",K1 men 1.000 m,K1,H,1000,9,RASK Thorbjorn,DEN,3:42.49,222.49,8.268,8.268
2025,WCh,"Milan, ITA",K1 women 1.000 m,K1,F,1000,1,CSIKOS Zsoka,HUN,3:50.46,230.46,0.0,12.146
2025,WCh,"Milan, ITA",K1 women 1.000 m,K1,F,1000,2,BUCK Alyssa,AUS,3:51.53,231.53,0.464,12.667
2025,WCh,"Milan, ITA",K1 women 1.000 m,K1,F,1000,3,FISHER Aimee,NZL,3:54.11,234.11,1.584,13.922
2025,WCh,"Milan, ITA",K1 women 1.000 m,K1,F,1000,4,ANDERSSON Melina,SWE,3:54.61,234.61,1.801,14.165
2025,WCh,"Milan, ITA",K1 women 1.000 m,K1,F,1000,5,BABASHINSKAIA Iuliia,AIN,3:56.41,236.41,2.582,15.041
2025,WCh,"Milan, ITA",K1 women 1.000 m,K1,F,1000,6,Pedruelo Laura,ESP,3:59.17,239.17,3.779,16.384
2025,WCh,"Milan, ITA",K1 women 1.000 m,K1,F,1000,7,POVKH Mariya,UKR,4:00.64,240.64,4.417,17.1
2025,WCh,"Milan, ITA",K1 women 1.000 m,K1,F,1000,8,RUSSELL Emma,GBR,4:02.08,242.08,5.042,17.8
2025,WCh,"Milan, ITA",K1 women 1.000 m,K1,F,1000,9,ROSSETTI Giada,ITA,4:02.26,242.26,5.12,17.888
2025,WCh,"Milan, ITA",K1 men 5.000 m,K1,H,5000,1,PEDERSEN Mads Brandt,DEN,20:53.89,1253.89,0.0,0.0
2025,WCh,"Milan, ITA",K1 men 5.000 m,K1,H,5000,2,LOVEMORE Hamish,RSA,21:13.36,1273.36,1.553,1.553
2025,WCh,"Milan, ITA",K1 men 5.000 m,K1,H,5000,3,VARGA ÃdÃ¡m,HUN,21:24.09,1284.09,2.409,2.409
2025,WCh,"Milan, ITA",K1 men 5.000 m,K1,H,5000,4,VOLD Jon Amund,NOR,21:26.01,1286.01,2.562,2.562
2025,WCh,"Milan, ITA",K1 men 5.000 m,K1,H,5000,5,CANDY JÃ©rÃ©my,FRA,21:27.66,1287.66,2.693,2.693
2025,WCh,"Milan, ITA",K1 men 5.000 m,K1,H,5000,6,Pimenta Fernando,POR,21:41.60,1301.6,3.805,3.805
2025,WCh,"Milan, ITA",K1 men 5.000 m,K1,H,5000,7,ITRIA Bautista Tomas,ARG,21:42.05,1302.05,3.841,3.841
2025,WCh,"Milan, ITA",K1 men 5.000 m,K1,H,5000,8,Yurenia Aleh,AIN,21:54.87,1314.87,4.863,4.863
2025,WCh,"Milan, ITA",K1 men 5.000 m,K1,H,5000,9,THOMPSON Quaid Blair,NZL,22:05.20,1325.2,5.687,5.687
2025,WCh,"Milan, ITA",K1 women 5.000 m,K1,F,5000,1,ANDERSSON Melina,SWE,23:10.86,1390.86,0.0,10.924
2025,WCh,"Milan, ITA",K1 women 5.000 m,K1,F,5000,2,CICALI Susanna,ITA,23:54.97,1434.97,3.171,14.441
2025,WCh,"Milan, ITA",K1 women 5.000 m,K1,F,5000,3,Sletsjoee Anna Margrete,NOR,24:17.48,1457.48,4.79,16.237
2025,WCh,"Milan, ITA",K1 women 5.000 m,K1,F,5000,4,FERNANDEZ Estefania,ESP,24:25.35,1465.35,5.356,16.864
2025,WCh,"Milan, ITA",K1 women 5.000 m,K1,F,5000,5,CSIKOS Zsoka,HUN,25:01.89,1501.89,7.983,19.778
2025,WCh,"Milan, ITA",K1 women 5.000 m,K1,F,5000,6,SVECOVA Romana,SVK,25:04.12,1504.12,8.143,19.956
2025,WCh,"Milan, ITA",K1 women 5.000 m,K1,F,5000,7,SOVOVA Barbora,CZE,25:06.14,1506.14,8.288,20.117
2025,WCh,"Milan, ITA",K1 women 5.000 m,K1,F,5000,8,KEMP Doreen,NZL,25:11.39,1511.39,8.666,20.536
2025,WCh,"Milan, ITA",K1 women 5.000 m,K1,F,5000,9,SKRYHANAVA Uladzislava,AIN,25:31.43,1531.43,10.107,22.134
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,1,KURUCZ Levente,HUN,1:28.28,88.28,0.0,-10.312
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,1,Nadas Bence,HUN,1:28.28,88.28,0.0,-10.312
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,2,Ribeiro Joao,POR,1:28.44,88.44,0.181,-10.149
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,2,BAPTISTA Messias,POR,1:28.44,88.44,0.181,-10.149
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,3,SCHOPF Jacob,GER,1:28.94,88.94,0.748,-9.641
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,3,LEMKE Max,GER,1:28.94,88.94,0.748,-9.641
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,4,KRAVETS Uladzislau,AIN,1:29.46,89.46,1.337,-9.113
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,4,NATYNCHYK Dzmitry,AIN,1:29.46,89.46,1.337,-9.113
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,5,GREEN Thomas,AUS,1:29.58,89.58,1.473,-8.991
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,5,VAN DER WESTHUYZEN Pierre,AUS,1:29.58,89.58,1.473,-8.991
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,6,MALDONIS Mindaugas,LTU,1:30.50,90.5,2.515,-8.056
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,6,Olijnik Andrej,LTU,1:30.50,90.5,2.515,-8.056
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,7,BURGO Samuele,ITA,1:30.82,90.82,2.877,-7.731
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,7,FRESCHI Tommaso,ITA,1:30.82,90.82,2.877,-7.731
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,7,ADAN Enrique,ESP,1:30.82,90.82,2.877,-7.731
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,7,GARCIA RUIZ Carlos,ESP,1:30.82,90.82,2.877,-7.731
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,9,Sergeev Aleksandr,AIN,1:31.00,91.0,3.081,-7.549
2025,WCh,"Milan, ITA",K2 men 500 m,K2,H,500,9,GAVRILENKO Viktor,AIN,1:31.00,91.0,3.081,-7.549
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,1,KLATT Martyna,POL,1:41.34,101.34,0.0,2.956
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,1,PULAWSKA Anna,POL,1:41.34,101.34,0.0,2.956
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,2,HARLEN Kailey,AUS,1:41.92,101.92,0.572,3.546
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,2,DROBOT Natalia,AUS,1:41.92,101.92,0.572,3.546
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,3,PASZEK Paulina,GER,1:43.19,103.19,1.826,4.836
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,3,JAGSCH Pauline,GER,1:43.19,103.19,1.826,4.836
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,4,CARRINGTON Lisa,NZL,1:43.78,103.78,2.408,5.435
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,4,VAUGHAN Tara,NZL,1:43.78,103.78,2.408,5.435
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,5,Konijn Selma,NED,1:43.92,103.92,2.546,5.578
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,5,VORSSELMAN Ruth,NED,1:43.92,103.92,2.546,5.578
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,6,OSTERMAN Anja,SLO,1:44.30,104.3,2.921,5.964
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,6,MEDVED Mia,SLO,1:44.30,104.3,2.921,5.964
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,7,SAUCHUK Ina,AIN,1:44.49,104.49,3.108,6.157
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,7,SKRYHANAVA Uladzislava,AIN,1:44.49,104.49,3.108,6.157
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,8,HOSTENS MANON,FRA,1:45.01,105.01,3.621,6.685
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,8,PAOLETTI Vanina,FRA,1:45.01,105.01,3.621,6.685
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,9,FERNANDEZ Estefania,ESP,1:45.05,105.05,3.661,6.726
2025,WCh,"Milan, ITA",K2 women 500 m,K2,F,500,9,Lazkano Begona,ESP,1:45.05,105.05,3.661,6.726
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,1,GONCALVES Gustavo,POR,1:18.93,78.93,0.0,-19.811
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,1,Ribeiro Joao,POR,1:18.93,78.93,0.0,-19.811
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,1,BAPTISTA Messias,POR,1:18.93,78.93,0.0,-19.811
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,1,CASINHA Pedro,POR,1:18.93,78.93,0.0,-19.811
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,2,OPAVSZKY Mark,HUN,1:18.98,78.98,0.063,-19.76
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,2,FODOR Bence,HUN,1:18.98,78.98,0.063,-19.76
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,2,Balogh Gergely,HUN,1:18.98,78.98,0.063,-19.76
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,2,TAMASI Zsombor Akos,HUN,1:18.98,78.98,0.063,-19.76
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,3,DEL RIO Adrian,ESP,1:19.33,79.33,0.507,-19.405
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,3,GRANERI Alex,ESP,1:19.33,79.33,0.507,-19.405
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,3,AREVALO Carlos,ESP,1:19.33,79.33,0.507,-19.405
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,3,GERMADE Rodrigo,ESP,1:19.33,79.33,0.507,-19.405
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,4,RENDSCHMIDT Max,GER,1:19.57,79.57,0.811,-19.161
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,4,WINKELMANN Anton,GER,1:19.57,79.57,0.811,-19.161
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,4,SCHOPF Jacob,GER,1:19.57,79.57,0.811,-19.161
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,4,LEMKE Max,GER,1:19.57,79.57,0.811,-19.161
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,5,MALDONIS Simonas,LTU,1:20.21,80.21,1.622,-18.511
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,5,CAPLINSKIJ Viktor,LTU,1:20.21,80.21,1.622,-18.511
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,5,NAVAKAUSKAS Ignas,LTU,1:20.21,80.21,1.622,-18.511
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,5,SEJA Arturas,LTU,1:20.21,80.21,1.622,-18.511
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,6,KULICH Michal,CZE,1:20.63,80.63,2.154,-18.084
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,6,Havel Daniel,CZE,1:20.63,80.63,2.154,-18.084
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,6,SPICAR Jakub,CZE,1:20.63,80.63,2.154,-18.084
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,6,SLOUF Radek,CZE,1:20.63,80.63,2.154,-18.084
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,7,RIZZA Manfredi,ITA,1:20.68,80.68,2.217,-18.033
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,7,LANCIOTTI Francesco,ITA,1:20.68,80.68,2.217,-18.033
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,7,VOLO Nicolo,ITA,1:20.68,80.68,2.217,-18.033
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,7,PENATO Giovanni Francesco,ITA,1:20.68,80.68,2.217,-18.033
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,8,STEPUN Jakub,POL,1:21.12,81.12,2.775,-17.586
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,8,VICHEV Valerii,POL,1:21.12,81.12,2.775,-17.586
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,8,WITCZAK Slawomir,POL,1:21.12,81.12,2.775,-17.586
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,8,KAJDANEK Jaroslaw,POL,1:21.12,81.12,2.775,-17.586
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,9,BORYKAU Mikita,AIN,1:21.92,81.92,3.788,-16.773
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,9,KRAVETS Uladzislau,AIN,1:21.92,81.92,3.788,-16.773
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,9,LITVINAU Uladzislau,AIN,1:21.92,81.92,3.788,-16.773
2025,WCh,"Milan, ITA",K4 men 500 m,K4,H,500,9,NATYNCHYK Dzmitry,AIN,1:21.92,81.92,3.788,-16.773
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,1,OUZANDE Sara,ESP,1:32.58,92.58,0.0,-5.943
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,1,VAL Lucia,ESP,1:32.58,92.58,0.0,-5.943
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,1,FERNANDEZ Estefania,ESP,1:32.58,92.58,0.0,-5.943
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,1,PARDO Barbara,ESP,1:32.58,92.58,0.0,-5.943
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,2,LI Dongyin,CHN,1:32.68,92.68,0.108,-5.842
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,2,Yu Shimeng,CHN,1:32.68,92.68,0.108,-5.842
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,2,Wang Nan,CHN,1:32.68,92.68,0.108,-5.842
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,2,WANG Ji,CHN,1:32.68,92.68,0.108,-5.842
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,3,TKACHOVA Marharyta,AIN,1:32.80,92.8,0.238,-5.72
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,3,SKRYHANAVA Uladzislava,AIN,1:32.80,92.8,0.238,-5.72
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,3,SAUCHUK Ina,AIN,1:32.80,92.8,0.238,-5.72
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,3,KUSHNER Nadzeya,AIN,1:32.80,92.8,0.238,-5.72
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,4,CARRINGTON Lisa,NZL,1:32.98,92.98,0.432,-5.537
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,4,Hoskin Alicia,NZL,1:32.98,92.98,0.432,-5.537
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,4,VAUGHAN Tara,NZL,1:32.98,92.98,0.432,-5.537
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,4,MATEHAERE Lucy,NZL,1:32.98,92.98,0.432,-5.537
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,5,BUGAR Reka,SVK,1:34.09,94.09,1.631,-4.409
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,5,BERGENDI Sofia,SVK,1:34.09,94.09,1.631,-4.409
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,5,GAVOROVA Hana,SVK,1:34.09,94.09,1.631,-4.409
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,5,SIDOVA Bianka,SVK,1:34.09,94.09,1.631,-4.409
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,6,VIRIK Maria,NOR,1:34.12,94.12,1.663,-4.379
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,6,Sletsjoee Anna Margrete,NOR,1:34.12,94.12,1.663,-4.379
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,6,STENSHOLT Elsa-Marie Tvetene,NOR,1:34.12,94.12,1.663,-4.379
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,6,AMUNDSEN Kristine Strand,NOR,1:34.12,94.12,1.663,-4.379
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,7,FOJT Sara,HUN,1:34.26,94.26,1.815,-4.237
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,7,PUPP NoÃ©mi,HUN,1:34.26,94.26,1.815,-4.237
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,7,UJFALVI Laura,HUN,1:34.26,94.26,1.815,-4.237
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,7,KOHALMI Emese,HUN,1:34.26,94.26,1.815,-4.237
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,8,HARLEN Kailey,AUS,1:34.82,94.82,2.42,-3.668
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,8,DROBOT Natalia,AUS,1:34.82,94.82,2.42,-3.668
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,8,CLARKE Alexandra,AUS,1:34.82,94.82,2.42,-3.668
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,8,BAILEY Claudia,AUS,1:34.82,94.82,2.42,-3.668
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,9,LEWIS Emily,GBR,1:35.80,95.8,3.478,-2.672
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,9,KERR Deborah,GBR,1:35.80,95.8,3.478,-2.672
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,9,ARMSTRONG Kristina,GBR,1:35.80,95.8,3.478,-2.672
2025,WCh,"Milan, ITA",K4 women 500 m,K4,F,500,9,CLARK Zoe,GBR,1:35.80,95.8,3.478,-2.672
2025,WCh,"Milan, ITA",C1 men 200 m,C1,H,200,1,Guliev Artur,UZB,38.63,38.63,0.0,12.657
2025,WCh,"Milan, ITA",C1 men 200 m,C1,H,200,2,GRAÃA Pablo,ESP,38.66,38.66,0.078,12.744
2025,WCh,"Milan, ITA",C1 men 200 m,C1,H,200,3,SVINAREV Sergey,AIN,38.82,38.82,0.492,13.211
2025,WCh,"Milan, ITA",C1 men 200 m,C1,H,200,4,KOLIADYCH Oleksii,POL,38.99,38.99,0.932,13.707
2025,WCh,"Milan, ITA",C1 men 200 m,C1,H,200,5,Hajdu Jonatan Daniel,HUN,39.25,39.25,1.605,14.465
2025,WCh,"Milan, ITA",C1 men 200 m,C1,H,200,6,Yemelyanov Sergey,KAZ,39.35,39.35,1.864,14.756
2025,WCh,"Milan, ITA",C1 men 200 m,C1,H,200,7,SAVELYEU Stanislau,AIN,39.89,39.89,3.262,16.331
2025,WCh,"Milan, ITA",C1 men 200 m,C1,H,200,8,Hrabal Antonin,CZE,39.91,39.91,3.313,16.39
2025,WCh,"Milan, ITA",C1 men 200 m,C1,H,200,9,YU Yuebin,CHN,40.28,40.28,4.271,17.469
2025,WCh,"Milan, ITA",C1 women 200 m,C1,F,200,1,LUZAN Liudmyla,UKR,46.09,46.09,0.0,34.412
2025,WCh,"Milan, ITA",C1 women 200 m,C1,F,200,2,CIRILO DUBOYS Yarisleidi,CUB,46.27,46.27,0.391,34.937
2025,WCh,"Milan, ITA",C1 women 200 m,C1,F,200,3,SHLIAPNIKOVA Ekaterina,AIN,46.59,46.59,1.085,35.871
2025,WCh,"Milan, ITA",C1 women 200 m,C1,F,200,4,VINCENT Katie,CAN,46.68,46.68,1.28,36.133
2025,WCh,"Milan, ITA",C1 women 200 m,C1,F,200,5,YARCHEVSKA Viktoriia,ESP,47.10,47.1,2.191,37.358
2025,WCh,"Milan, ITA",C1 women 200 m,C1,F,200,6,BOROWSKA Dorota,POL,47.31,47.31,2.647,37.97
2025,WCh,"Milan, ITA",C1 women 200 m,C1,F,200,7,DELLA GIUSTINA Olympia,ITA,47.92,47.92,3.97,39.749
2025,WCh,"Milan, ITA",C1 women 200 m,C1,F,200,8,Takacs Kincso,HUN,48.51,48.51,5.251,41.47
2025,WCh,"Milan, ITA",C1 women 200 m,C1,F,200,9,ÅÃHOVÃ Denisa,CZE,48.76,48.76,5.793,42.199
2025,WCh,"Milan, ITA",C1 men 500 m,C1,H,500,1,PETROV Zakhar,AIN,1:46.27,106.27,0.0,7.965
2025,WCh,"Milan, ITA",C1 men 500 m,C1,H,500,2,FUKSA Martin,CZE,1:46.71,106.71,0.414,8.412
2025,WCh,"Milan, ITA",C1 men 500 m,C1,H,500,3,TARNOVSCHI Serghei,MDA,1:47.38,107.38,1.045,9.093
2025,WCh,"Milan, ITA",C1 men 500 m,C1,H,500,4,FEJES Daniel,HUN,1:47.57,107.57,1.223,9.286
2025,WCh,"Milan, ITA",C1 men 500 m,C1,H,500,5,ASSUNCAO NASCIMENTO Gabriel,BRA,1:48.53,108.53,2.127,10.261
2025,WCh,"Milan, ITA",C1 men 500 m,C1,H,500,6,DIMOPOULOS Stefanos,GRE,1:48.73,108.73,2.315,10.464
